name,id,source_folder,source_type,is_pure_music,avg_overall_score,avg_melody_perception,avg_melody_emotion,avg_arrangement_perception,avg_arrangement_emotion,avg_rhythm_perception,avg_structure_perception,avg_performance_and_singing_mood,avg_enunciation_and_singing_skill,avg_performance_skill,avg_sound_effect_perception,__row_id,mood
1286788_src.mp3,6830,douyin41,muchin,FALSE,3.727272727272727,3.5454545454545454,3.8636363636363638,3.727272727272727,3.727272727272727,3.4545454545454546,3.6363636363636362,3.8636363636363638,3.8181818181818183,3.590909090909091,3.1875,1000,passionable | sad
1286812_src.mp3,7837,douyin46,muchin,FALSE,3.1363636363636362,3.227272727272727,3.3636363636363638,3.1818181818181817,3.1818181818181817,2.9545454545454546,3.227272727272727,3.409090909090909,3.4545454545454546,3.1818181818181817,0,1001,sad
1286877_src.mp3,4845,douyin32,muchin,FALSE,3.45,3.55,3.75,3.05,3.45,3.3,3.5,3.95,3.5,3.25,0,1002,sad
1286902_src.mp3,7641,douyin45,muchin,FALSE,3.3,3.272727272727273,3.3636363636363638,3.090909090909091,3.272727272727273,3.272727272727273,3.3636363636363638,3.5,3.5,3.1363636363636362,0,1003,sad
1286914_src.mp3,3446,douyin26,muchin,FALSE,3.4583333333333335,3.7083333333333335,3.5833333333333335,3.5833333333333335,3.5833333333333335,3.2916666666666665,3.75,3.5416666666666665,3.5416666666666665,3.5,2.8636363636363638,1004,sad
1286942_src.mp3,6045,douyin38,muchin,FALSE,3.3,3.45,3.6,3.35,3.35,3.45,3.4,3.75,3.25,3.6,0,1005,sad
1286985_src.mp3,7642,douyin45,muchin,FALSE,3,3.4545454545454546,3.3636363636363638,3.1363636363636362,3.1818181818181817,3.1818181818181817,3.3181818181818183,2.9545454545454546,2.8636363636363638,3.090909090909091,0,1006,sad
1287152_src.mp3,5036,douyin33,muchin,FALSE,3.409090909090909,3.3636363636363638,3.409090909090909,3.5,3.3181818181818183,3.5454545454545454,3.227272727272727,3.590909090909091,3.5454545454545454,3.6818181818181817,0,1007,sad
1287289_src.mp3,7838,douyin46,muchin,FALSE,3.3454545454545452,3.3636363636363638,3.6818181818181817,3.227272727272727,3.5,3.0454545454545454,3.409090909090909,3.772727272727273,3.6818181818181817,3.227272727272727,0,1008,sad
1287310_src.mp3,5836,douyin37,muchin,FALSE,3.2,3.25,3.5,2.95,3.1,3.2,3.1,3.55,3.1,3.15,0,1009,sad | passionable
1287452_src.mp3,3836,douyin28,muchin,FALSE,3.772727272727273,3.9545454545454546,4,3.8181818181818183,3.8181818181818183,3.6818181818181817,3.8181818181818183,3.8636363636363638,3.727272727272727,3.8181818181818183,2.909090909090909,1010,passionable | happy
1287582_src.mp3,3647,douyin27,muchin,FALSE,3.5416666666666665,3.5833333333333335,3.625,3.75,3.75,3.75,3.5416666666666665,3.5833333333333335,3.5833333333333335,3.4583333333333335,3.1666666666666665,1011,passionable | happy
1287600_src.mp3,7446,douyin44,muchin,FALSE,3.209090909090909,3.3636363636363638,3.3181818181818183,3.227272727272727,3.272727272727273,3.1363636363636362,3.272727272727273,3.272727272727273,3.272727272727273,3.227272727272727,0,1012,sad | peaceful
1287630_src.mp3,4039,douyin29,muchin,FALSE,3.5454545454545454,3.3636363636363638,3.6363636363636362,3.8636363636363638,3.727272727272727,3.409090909090909,3.409090909090909,3.9545454545454546,3.6818181818181817,4,0,1013,sad | passionable
1287690_src.mp3,4040,douyin29,muchin,FALSE,3.0454545454545454,3.090909090909091,3.1363636363636362,3,3.090909090909091,3.1818181818181817,3.227272727272727,3.272727272727273,3.4545454545454546,3,0,1014,sad
1287792_src.mp3,6046,douyin38,muchin,FALSE,3.4,3.65,3.45,3.35,3.35,3.5,3.4,3.55,3.5,3.45,3.0555555555555554,1015,passionable
1287795_src.mp3,7238,douyin43,muchin,FALSE,3.2545454545454544,3.3181818181818183,3.272727272727273,3.090909090909091,3.227272727272727,3.3181818181818183,3.0454545454545454,3.1818181818181817,3.409090909090909,3.409090909090909,2.642857142857143,1016,happy
128785_src.mp3,5636,douyin36,muchin,FALSE,3.56,3.45,3.65,3.45,3.5,3.3,3.25,3.9,4,3.75,0,1017,peaceful | sad
1287927_src.mp3,3648,douyin27,muchin,FALSE,4.041666666666667,4.083333333333333,4.083333333333333,4.25,4.208333333333333,4.041666666666667,4.041666666666667,4.166666666666667,4.041666666666667,4.083333333333333,3.2083333333333335,1018,passionable
128798_src.mp3,6831,douyin41,muchin,FALSE,3.3636363636363638,3.272727272727273,3.5454545454545454,3.3636363636363638,3.5454545454545454,3.272727272727273,3.409090909090909,3.8181818181818183,3.6363636363636362,3.4545454545454546,2.8333333333333335,1019,sad
1288050_src.mp3,5238,douyin34,muchin,FALSE,3.3181818181818183,3.4545454545454546,3.5,3.090909090909091,3.1363636363636362,3.227272727272727,3.3181818181818183,3.590909090909091,3.5,2.9545454545454546,0,1020,passionable | sad
1288331_src.mp3,8046,douyin47,muchin,FALSE,3.227272727272727,3.090909090909091,3.3636363636363638,3.1363636363636362,3.272727272727273,3.1363636363636362,3.1363636363636362,3.4545454545454546,3.227272727272727,3.0454545454545454,0,1021,passionable | sad
1288387_src.mp3,7839,douyin46,muchin,FALSE,3.3181818181818183,3.5454545454545454,3.6363636363636362,3.227272727272727,3.409090909090909,3,3.5,3.8181818181818183,3.909090909090909,3.3181818181818183,0,1022,sad
128838_src.mp3,6638,douyin40,muchin,FALSE,3.55,3.5,3.6,3.35,3.55,3.45,3.45,3.65,3.6,3.5,0,1023,passionable
1288415_src.mp3,5037,douyin33,muchin,FALSE,3.5454545454545454,3.5454545454545454,3.6363636363636362,3.227272727272727,3.409090909090909,3.3636363636363638,3.090909090909091,4.045454545454546,4.090909090909091,3.409090909090909,0,1024,happy | passionable
128850_src.mp3,5456,douyin35,muchin,FALSE,3.2,3.4,3.4,3.2,3.25,3.4,3.1,3.25,3.15,3.2,2.357142857142857,1025,happy
1288598_src.mp3,3649,douyin27,muchin,FALSE,4.2749999999999995,4.25,4.416666666666667,4.208333333333333,4.333333333333333,3.875,4.083333333333333,4.5,4.375,4.166666666666667,3.45,1026,sad | passionable
1288653_src.mp3,6639,douyin40,muchin,FALSE,3.88,3.85,4.05,3.7,3.8,3.45,3.55,4.35,4.45,3.55,0,1027,passionable | happy
1288683_src.mp3,7643,douyin45,muchin,FALSE,3.5,3.8181818181818183,3.8181818181818183,3.090909090909091,3.409090909090909,3.272727272727273,3.3181818181818183,4.045454545454546,4.2272727272727275,3.272727272727273,0,1028,happy | passionable
1289152_src.mp3,7644,douyin45,muchin,FALSE,3.3636363636363638,3.409090909090909,3.409090909090909,3.4545454545454546,3.5,3.5,3.3636363636363638,3.5,3.090909090909091,3.4545454545454546,2.7857142857142856,1029,passionable
1289188_src.mp3,7046,douyin42,muchin,FALSE,3.409090909090909,3.3181818181818183,3.6363636363636362,3.227272727272727,3.409090909090909,3.409090909090909,3.3636363636363638,3.5,3.409090909090909,3.272727272727273,0,1030,sad
128919_src.mp3,5239,douyin34,muchin,FALSE,3.227272727272727,3.1363636363636362,3.3181818181818183,3.1818181818181817,3.409090909090909,3.3181818181818183,3.0454545454545454,3.772727272727273,3.272727272727273,3.1363636363636362,0,1031,passionable | happy
1289437_src.mp3,6640,douyin40,muchin,FALSE,3.7,3.8,3.9,3.4,3.7,3.5,3.45,4.05,3.85,3.85,0,1032,sad | peaceful
1289458_src.mp3,3447,douyin26,muchin,FALSE,4.333333333333333,4,4.416666666666667,4.333333333333333,4.458333333333333,4.041666666666667,4.041666666666667,4.583333333333333,4.541666666666667,4.375,3.227272727272727,1033,passionable
1289460_src.mp3,6047,douyin38,muchin,FALSE,3.5,3.6,3.8,3.05,3.65,3.3,3.2,4,4.05,3,3.2,1034,happy | passionable
1289720_src.mp3,6832,douyin41,muchin,FALSE,3.272727272727273,3.272727272727273,3.227272727272727,3.1363636363636362,3.3181818181818183,3.4545454545454546,3.227272727272727,3.409090909090909,3.227272727272727,3.1363636363636362,2.8636363636363638,1035,happy | passionable
1289794_src.mp3,5637,douyin36,muchin,FALSE,3.45,3.45,3.6,3.3,3.45,3.4,3.45,3.55,3.65,3.5,3.25,1036,sad
129 - Steppenwolf - Born To Be Wild (1968).mp3,8211,douyin5,internet,FALSE,3.888888888888889,3.8333333333333335,3.888888888888889,3.8333333333333335,3.9444444444444446,3.9444444444444446,3.888888888888889,4.055555555555555,4.111111111111111,4,4,1037,passionable
1290003_src.mp3,4445,douyin30,muchin,FALSE,3.272727272727273,3.3181818181818183,3.409090909090909,3.272727272727273,3.3181818181818183,3.4545454545454546,3.272727272727273,3.409090909090909,3.5,3.5454545454545454,0,1038,sad
1290144_src.mp3,3650,douyin27,muchin,FALSE,3.9166666666666665,4.083333333333333,4.083333333333333,3.8333333333333335,4.083333333333333,3.75,3.875,4.125,4.083333333333333,3.9583333333333335,2.7857142857142856,1039,happy | passionable
1290164_src.mp3,4846,douyin32,muchin,FALSE,3.8,3.8,3.85,3.75,3.75,3.5,3.6,4,3.85,3.95,0,1040,sad
1290234_src.mp3,6833,douyin41,muchin,FALSE,3.4181818181818184,3.3636363636363638,3.6363636363636362,3.3181818181818183,3.5,3.272727272727273,3.1818181818181817,3.8181818181818183,3.5454545454545454,3.4545454545454546,0,1041,peaceful
1290252_src.mp3,6048,douyin38,muchin,FALSE,3.55,3.5,3.7,3.45,3.55,3.45,3.4,3.75,3.5,3.6,0,1042,passionable
129030_src.mp3,7239,douyin43,muchin,FALSE,3.372727272727273,3.3181818181818183,3.5454545454545454,3.3181818181818183,3.272727272727273,3.3636363636363638,3.4545454545454546,3.590909090909091,3.272727272727273,3.409090909090909,0,1043,sad | passionable
129039_src.mp3,6234,douyin39,muchin,FALSE,3.5545454545454547,3.5,3.6363636363636362,3.6363636363636362,3.772727272727273,3.5454545454545454,3.4545454545454546,3.9545454545454546,3.590909090909091,3.8181818181818183,0,1044,passionable
129076_src.mp3,8047,douyin47,muchin,FALSE,2.6818181818181817,2.5,2.727272727272727,2.409090909090909,2.8181818181818183,2.9545454545454546,2.772727272727273,2.9545454545454546,3,2.6818181818181817,2.5,1045,passionable
1290814_src.mp3,4446,douyin30,muchin,FALSE,3.4545454545454546,3.3636363636363638,3.4545454545454546,3.3181818181818183,3.409090909090909,3.5,3.5,3.4545454545454546,3.4545454545454546,3.6818181818181817,0,1046,sad | passionable
1290851_src.mp3,4041,douyin29,muchin,FALSE,4,3.9545454545454546,3.727272727272727,3.9545454545454546,3.772727272727273,3.8636363636363638,3.6363636363636362,4.181818181818182,4.545454545454546,4.090909090909091,0,1047,passionable | happy
1290943_src.mp3,3837,douyin28,muchin,FALSE,3.8636363636363638,4.045454545454546,4.045454545454546,3.772727272727273,3.909090909090909,3.6363636363636362,3.909090909090909,4,4.090909090909091,3.8636363636363638,2.85,1048,happy | passionable
1290956_src.mp3,5038,douyin33,muchin,FALSE,3.5454545454545454,3.5454545454545454,3.6363636363636362,3.4545454545454546,3.5454545454545454,3.3181818181818183,3.5,3.8636363636363638,3.8636363636363638,3.590909090909091,0,1049,sad
1290996_src.mp3,7240,douyin43,muchin,FALSE,3.6454545454545455,3.590909090909091,3.6818181818181817,3.4545454545454546,3.6363636363636362,3.5,3.5454545454545454,3.6363636363636362,3.590909090909091,3.5454545454545454,0,1050,peaceful
1291165_src.mp3,5837,douyin37,muchin,FALSE,3.4,3.5,3.75,3.15,3.7,3.2,3.05,3.75,3.6,3.15,3.65,1051,happy | passionable
1291431_src.mp3,5240,douyin34,muchin,FALSE,3.590909090909091,3.590909090909091,3.6818181818181817,3.272727272727273,3.5,3.409090909090909,3.272727272727273,3.6363636363636362,3.9545454545454546,3.3636363636363638,0,1052,peaceful
1291738_src.mp3,7047,douyin42,muchin,FALSE,3.3181818181818183,3.227272727272727,3.4545454545454546,3.1818181818181817,3.1818181818181817,3.272727272727273,3.409090909090909,3.590909090909091,3.727272727272727,3.3181818181818183,0,1053,sad | peaceful
1291904_src.mp3,5039,douyin33,muchin,FALSE,3.1363636363636362,3.3181818181818183,3.4545454545454546,2.8636363636363638,3.090909090909091,3.1818181818181817,3.3181818181818183,3.5454545454545454,3.1818181818181817,2.8181818181818183,0,1054,sad
1291907_src.mp3,3651,douyin27,muchin,FALSE,4.125,4.041666666666667,4.375,4,4.333333333333333,3.75,4,4.333333333333333,4.333333333333333,4.041666666666667,3.1818181818181817,1055,sad | passionable
129236_src.mp3,6235,douyin39,muchin,FALSE,3.6818181818181817,3.590909090909091,3.909090909090909,3.6818181818181817,3.727272727272727,3.409090909090909,3.409090909090909,4.136363636363637,4.181818181818182,3.909090909090909,0,1056,sad
1292444_src.mp3,5457,douyin35,muchin,FALSE,3.66,3.6,3.75,3.6,3.65,3.4,3.45,4.05,4.3,3.9,3.7,1057,passionable
1292729_src.mp3,7241,douyin43,muchin,FALSE,3.1363636363636362,3.0454545454545454,3.090909090909091,3.0454545454545454,3.272727272727273,3.3181818181818183,3.0454545454545454,3.090909090909091,3.227272727272727,3.227272727272727,2.6875,1058,happy
129274_src.mp3,6834,douyin41,muchin,FALSE,3.3181818181818183,3.3181818181818183,3.6818181818181817,3.409090909090909,3.409090909090909,3.272727272727273,3.4545454545454546,3.5454545454545454,3.5,3.3636363636363638,0,1059,sad
1293206_src.mp3,4447,douyin30,muchin,FALSE,2.5,2.772727272727273,2.6818181818181817,2.409090909090909,2.3636363636363638,3.0454545454545454,2.909090909090909,3,2.727272727272727,2.4545454545454546,1.95,1060,passionable
1293275_src.mp3,7242,douyin43,muchin,FALSE,3.3181818181818183,3.3636363636363638,3.409090909090909,3.272727272727273,3.4545454545454546,3.4545454545454546,3.1818181818181817,3.4545454545454546,3.3636363636363638,3.3636363636363638,2.9166666666666665,1061,sad
1293301_src.mp3,6049,douyin38,muchin,FALSE,2.7,2.8,3.2,2.6,2.8,2.8,2.7,3.35,2.6,2.85,0,1062,happy
1293475_src.mp3,4042,douyin29,muchin,FALSE,3.5727272727272723,3.5454545454545454,3.727272727272727,3.590909090909091,3.590909090909091,3.5454545454545454,3.5,4.045454545454546,4.409090909090909,3.8181818181818183,0,1063,passionable
1293483_src.mp3,5838,douyin37,muchin,FALSE,3.5200000000000005,3.4,3.8,3.35,3.55,3.3,3.5,3.9,3.65,3.5,0,1064,sad
1293495_src.mp3,5040,douyin33,muchin,FALSE,3.5454545454545454,3.5,3.6818181818181817,3.590909090909091,3.590909090909091,3.409090909090909,3.272727272727273,4.090909090909091,3.9545454545454546,3.5,3.0625,1065,passionable
1293604_src.mp3,5839,douyin37,muchin,FALSE,3.9,3.9,4.05,3.75,3.9,3.5,3.7,4.3,4.35,3.95,0,1066,sad | passionable
129374_src.mp3,4641,douyin31,muchin,FALSE,3.5454545454545454,3.5454545454545454,3.772727272727273,3.6363636363636362,3.6818181818181817,3.3181818181818183,3.409090909090909,3.8181818181818183,3.8636363636363638,3.8636363636363638,2.9375,1067,passionable
129454_src.mp3,4847,douyin32,muchin,FALSE,3.65,3.6,3.65,3.75,3.65,3.65,3.45,3.75,3.45,3.75,3.1666666666666665,1068,passionable | happy
1294685_src.mp3,6641,douyin40,muchin,FALSE,3.8,3.9,3.9,3.65,3.85,3.7,3.5,4.3,3.25,3.75,0,1069,passionable
1295042_src.mp3,7243,douyin43,muchin,FALSE,3.3181818181818183,3.272727272727273,3.5454545454545454,3.3181818181818183,3.6363636363636362,3.3181818181818183,3.3181818181818183,3.6818181818181817,3.1818181818181817,3.409090909090909,0,1070,sad | passionable
1295136_src.mp3,5241,douyin34,muchin,FALSE,3.8181818181818183,3.6363636363636362,3.8181818181818183,3.727272727272727,3.772727272727273,3.4545454545454546,3.4545454545454546,4.2272727272727275,4.318181818181818,3.772727272727273,0,1071,passionable
1295137_src.mp3,7447,douyin44,muchin,FALSE,2.6363636363636362,2.4545454545454546,2.6363636363636362,2.590909090909091,2.9545454545454546,2.909090909090909,2.6363636363636362,3.1818181818181817,3,2.772727272727273,2.3636363636363638,1072,passionable
1295188_src.mp3,6642,douyin40,muchin,FALSE,3.45,3.45,3.5,3.25,3.4,3.4,3.3,3.6,3.6,3.45,0,1073,sad
1295199_src.mp3,7244,douyin43,muchin,FALSE,3.3636363636363638,3.227272727272727,3.5454545454545454,3.3181818181818183,3.409090909090909,3.3181818181818183,3.409090909090909,3.590909090909091,3.3636363636363638,3.5,0,1074,happy
1295268_src.mp3,3652,douyin27,muchin,FALSE,3.5416666666666665,3.75,3.8333333333333335,3.5,3.4583333333333335,3.2916666666666665,3.5833333333333335,3.7916666666666665,3.5,3.5,2.625,1075,sad | passionable
1295303_src.mp3,7245,douyin43,muchin,FALSE,3.1818181818181817,3.3181818181818183,3.272727272727273,3,3.409090909090909,3.3636363636363638,3,3.590909090909091,3.272727272727273,3.1818181818181817,2.9,1076,happy | passionable
1295388_src.mp3,5638,douyin36,muchin,FALSE,3.45,3.5,3.65,3.45,3.55,3.4,3.45,3.9,3.9,3.65,0,1077,sad | passionable
1295859_src.mp3,3448,douyin26,muchin,FALSE,3.9583333333333335,4.041666666666667,4.333333333333333,3.8333333333333335,4.041666666666667,3.4583333333333335,3.9583333333333335,4.291666666666667,4.291666666666667,4,2.7222222222222223,1078,sad | passionable
1296186_src.mp3,6050,douyin38,muchin,FALSE,3.25,3.35,3.3,3.05,3,3.1,3.2,3.5,3.6,3.1,0,1079,peaceful
1296261_src.mp3,7840,douyin46,muchin,FALSE,3.3181818181818183,3.409090909090909,3.590909090909091,3.3636363636363638,3.5,3,3.409090909090909,3.727272727272727,3.590909090909091,3.3181818181818183,0,1080,sad
1296262_src.mp3,4448,douyin30,muchin,FALSE,3.0454545454545454,3.1818181818181817,3.3636363636363638,2.6363636363636362,3.1363636363636362,3.0454545454545454,3.0454545454545454,3.4545454545454546,3.4545454545454546,2.8181818181818183,2.5555555555555554,1081,happy
129626_src.mp3,4642,douyin31,muchin,FALSE,3.409090909090909,3.5,3.727272727272727,3.272727272727273,3.590909090909091,3.3181818181818183,3.3181818181818183,3.909090909090909,3.8636363636363638,3.590909090909091,0,1082,sad | passionable
129632_src.mp3,7246,douyin43,muchin,FALSE,3.5,3.4545454545454546,3.6363636363636362,3.3636363636363638,3.590909090909091,3.409090909090909,3.3181818181818183,3.727272727272727,3.727272727272727,3.4545454545454546,0,1083,sad | passionable
1296375_src.mp3,7048,douyin42,muchin,FALSE,3.3636363636363638,3.3636363636363638,3.5,3.272727272727273,3.3636363636363638,3.1818181818181817,3.1818181818181817,3.8636363636363638,3.6818181818181817,3.272727272727273,0,1084,sad
1296417_src.mp3,6643,douyin40,muchin,FALSE,2.9,2.95,3.25,2.7,2.8,3.05,3,3.55,2.75,2.75,0,1085,sad
1296578_src.mp3,3449,douyin26,muchin,FALSE,3.9583333333333335,3.8333333333333335,4.208333333333333,3.9583333333333335,4.166666666666667,4.125,3.9166666666666665,4.375,3.75,3.8333333333333335,3.4166666666666665,1086,passionable
1296763_src.mp3,5840,douyin37,muchin,FALSE,3.6,3.65,3.55,3.45,3.5,3.4,3.55,3.6,3.65,3.6,0,1087,happy
1297029_src.mp3,7841,douyin46,muchin,FALSE,3.3181818181818183,3.3636363636363638,3.5454545454545454,3.3181818181818183,3.409090909090909,3.0454545454545454,3.409090909090909,3.6363636363636362,3.727272727272727,3.409090909090909,0,1088,sad
1297096_src.mp3,4643,douyin31,muchin,FALSE,3.3181818181818183,3.409090909090909,3.5,3.1818181818181817,3.272727272727273,3.3636363636363638,3.272727272727273,3.727272727272727,3.5454545454545454,3.4545454545454546,0,1089,sad | passionable
1297192_src.mp3,7049,douyin42,muchin,FALSE,2.6818181818181817,2.9545454545454546,2.8636363636363638,2.8181818181818183,2.772727272727273,3.0454545454545454,2.909090909090909,3,2.409090909090909,2.8636363636363638,2.5,1090,sad
1297286_src.mp3,5242,douyin34,muchin,FALSE,3.5,3.5454545454545454,3.727272727272727,3.3181818181818183,3.5,3.5,3.227272727272727,3.6818181818181817,3.5,3.409090909090909,0,1091,sad
1297534_src.mp3,7247,douyin43,muchin,FALSE,3.0454545454545454,2.9545454545454546,3.272727272727273,2.8181818181818183,3.1818181818181817,2.909090909090909,2.9545454545454546,3.4545454545454546,3.3181818181818183,2.8181818181818183,2.5,1092,happy
1297568_src.mp3,3838,douyin28,muchin,FALSE,3.727272727272727,3.8181818181818183,4.045454545454546,3.5454545454545454,3.8181818181818183,3.0454545454545454,3.8181818181818183,4.090909090909091,3.8181818181818183,3.6363636363636362,0,1093,peaceful
1297602_src.mp3,5458,douyin35,muchin,FALSE,3.45,3.7,3.65,3,3.4,3.4,3.35,4,4,3.2,2.8,1094,passionable | happy
1297683_src.mp3,3450,douyin26,muchin,FALSE,4.033333333333333,3.9166666666666665,4.291666666666667,4.125,4.25,4.083333333333333,3.875,4.333333333333333,4.041666666666667,3.9166666666666665,4,1095,happy | passionable
1297721_src.mp3,7842,douyin46,muchin,FALSE,3.5454545454545454,3.4545454545454546,3.8181818181818183,3.5,3.727272727272727,3.090909090909091,3.590909090909091,4.090909090909091,3.8181818181818183,3.5454545454545454,2.625,1096,passionable | sad
1298039_src.mp3,3839,douyin28,muchin,FALSE,4.545454545454546,4.545454545454546,4.545454545454546,4.590909090909091,4.5,4.045454545454546,4.5,4.545454545454546,4.409090909090909,4.454545454545454,3.5,1097,passionable | happy
1298217_src.mp3,4848,douyin32,muchin,FALSE,3.6,3.6,3.75,3.45,3.65,3.6,3.35,4,3.6,3.55,0,1098,passionable
1298225_src.mp3,4043,douyin29,muchin,FALSE,3.409090909090909,3.590909090909091,3.590909090909091,3.272727272727273,3.272727272727273,3.409090909090909,3.3181818181818183,3.590909090909091,3.6363636363636362,3.590909090909091,0,1099,sad
129840_src.mp3,7248,douyin43,muchin,FALSE,3.3181818181818183,3.227272727272727,3.5454545454545454,3.3181818181818183,3.5,3.409090909090909,3.409090909090909,3.6818181818181817,3.590909090909091,3.5,0,1100,sad
1298509_src.mp3,4449,douyin30,muchin,FALSE,3.1363636363636362,3.272727272727273,3.1818181818181817,2.9545454545454546,3.1363636363636362,3.1818181818181817,3.3181818181818183,3.0454545454545454,3.272727272727273,3.090909090909091,0,1101,sad
129852_src.mp3,5459,douyin35,muchin,FALSE,3.35,3.5,3.6,3.25,3.35,3.3,3.3,3.7,3.5,3.4,0,1102,sad
129853_src.mp3,3451,douyin26,muchin,FALSE,3.7083333333333335,3.7916666666666665,4,3.7916666666666665,3.8333333333333335,3.4166666666666665,3.875,3.9583333333333335,3.875,3.7916666666666665,2.8,1103,sad | passionable
1298759_src.mp3,4644,douyin31,muchin,FALSE,2.8636363636363638,3,3.090909090909091,2.590909090909091,2.909090909090909,3.0454545454545454,3.1363636363636362,3.1363636363636362,3.0454545454545454,2.6818181818181817,0,1104,passionable
1298904_src.mp3,4450,douyin30,muchin,FALSE,3.4545454545454546,3.5,3.590909090909091,3.3181818181818183,3.272727272727273,3.409090909090909,3.3181818181818183,3.6818181818181817,3.6363636363636362,3.772727272727273,0,1105,peaceful | sad
129920_src.mp3,4849,douyin32,muchin,FALSE,3.55,3.55,3.75,3.4,3.6,3.3,3.55,3.9,3.75,3.5,0,1106,sad
1299228_src.mp3,7249,douyin43,muchin,FALSE,3.090909090909091,3.090909090909091,3.272727272727273,2.8636363636363638,3.1363636363636362,3.227272727272727,3.0454545454545454,3.272727272727273,3.090909090909091,3.090909090909091,0,1107,sad
1299457_src.mp3,6051,douyin38,muchin,FALSE,3.35,3.45,3.35,3.4,3.35,3.5,3.35,3.4,3.4,3.45,0,1108,happy
1299571_src.mp3,5243,douyin34,muchin,FALSE,3.409090909090909,3.4545454545454546,3.6363636363636362,3.5,3.4545454545454546,3.409090909090909,3.409090909090909,3.772727272727273,3.6818181818181817,3.6363636363636362,0,1109,sad
1299594_src.mp3,3653,douyin27,muchin,FALSE,3.8333333333333335,3.875,3.9583333333333335,3.7916666666666665,3.9166666666666665,3.5,3.7916666666666665,3.9583333333333335,3.8333333333333335,3.9166666666666665,2.9444444444444446,1110,sad
1299596_src.mp3,8048,douyin47,muchin,FALSE,2.909090909090909,2.909090909090909,3.227272727272727,2.772727272727273,3.090909090909091,2.909090909090909,3.090909090909091,3.1818181818181817,3.0454545454545454,3.0454545454545454,2.4166666666666665,1111,peaceful | sad
129970_src.mp3,6835,douyin41,muchin,FALSE,3.3181818181818183,2.9545454545454546,3.590909090909091,3.3636363636363638,3.6818181818181817,3.272727272727273,3.090909090909091,3.6818181818181817,3.5454545454545454,3.272727272727273,3.3,1112,passionable
129974_src.mp3,6052,douyin38,muchin,FALSE,3.45,3.45,3.55,3.4,3.55,3.5,3.35,3.9,3.45,3.6,0,1113,sad | passionable
1299751_src.mp3,5244,douyin34,muchin,FALSE,3.5727272727272723,3.4545454545454546,3.6818181818181817,3.3636363636363638,3.590909090909091,3.3636363636363638,3.3636363636363638,3.909090909090909,3.8636363636363638,3.590909090909091,0,1114,passionable | sad
1299840_src.mp3,6236,douyin39,muchin,FALSE,3.290909090909091,3.227272727272727,3.3636363636363638,3.090909090909091,3.1818181818181817,3.272727272727273,3.1818181818181817,3.5454545454545454,3.772727272727273,3.090909090909091,0,1115,passionable | happy
1300136_src.mp3,5245,douyin34,muchin,FALSE,3.090909090909091,3.227272727272727,3.1818181818181817,3.0454545454545454,3.1363636363636362,3.227272727272727,3.090909090909091,3.409090909090909,3.272727272727273,3.0454545454545454,0,1116,passionable | happy
1300204_src.mp3,6644,douyin40,muchin,FALSE,3.85,3.8,4,3.85,3.9,3.5,3.6,4.25,4.2,3.85,0,1117,passionable | sad
1300316_src.mp3,5041,douyin33,muchin,FALSE,3.409090909090909,3.590909090909091,3.5,3.3636363636363638,3.409090909090909,3.5,3.409090909090909,3.5454545454545454,3.5454545454545454,3.5,0,1118,happy
1300324_src.mp3,3654,douyin27,muchin,FALSE,3.75,3.8333333333333335,4.083333333333333,3.5833333333333335,4,3.0833333333333335,3.8333333333333335,4.041666666666667,3.7083333333333335,3.6666666666666665,0,1119,peaceful | sad
1300361_src.mp3,6053,douyin38,muchin,FALSE,3.7299999999999995,3.8,3.9,3.35,3.55,3.4,3.45,4.2,4.1,3.55,0,1120,passionable | sad
1300385_src.mp3,7050,douyin42,muchin,FALSE,3.6545454545454548,3.409090909090909,3.6818181818181817,3.772727272727273,3.727272727272727,3.3636363636363638,3.4545454545454546,3.909090909090909,4.136363636363637,3.909090909090909,0,1121,passionable
1300544_src.mp3,7250,douyin43,muchin,FALSE,3.272727272727273,3.272727272727273,3.409090909090909,3.1363636363636362,3.227272727272727,3.409090909090909,3.3181818181818183,3.5454545454545454,3.1818181818181817,3.090909090909091,0,1122,sad
1300705_src.mp3,3655,douyin27,muchin,FALSE,3.5416666666666665,3.7083333333333335,3.7916666666666665,3.5416666666666665,3.5833333333333335,2.9583333333333335,3.6666666666666665,3.7083333333333335,3.5,3.5416666666666665,2.3333333333333335,1123,sad
1300757_src.mp3,4850,douyin32,muchin,FALSE,3.55,3.6,3.8,3.3,3.6,3.35,3.4,4,3.75,3.75,0,1124,sad
1300834_src.mp3,5042,douyin33,muchin,FALSE,3.5181818181818185,3.727272727272727,3.8636363636363638,3.3181818181818183,3.590909090909091,3.1818181818181817,3.272727272727273,4.045454545454546,3.5454545454545454,3.5,0,1125,sad
1301041_src.mp3,4851,douyin32,muchin,FALSE,3.5,3.35,3.25,3.45,3.35,3.9,3.1,3.75,3.8,3.5,3.25,1126,passionable | happy
1301096_src.mp3,5639,douyin36,muchin,FALSE,3.55,3.5,3.9,3.5,3.75,3.2,3.4,4.15,3.7,3.7,3.6,1127,sad
1301112_src.mp3,5246,douyin34,muchin,FALSE,3.1636363636363636,3.5,3.090909090909091,2.8636363636363638,2.727272727272727,3.227272727272727,3.090909090909091,3.4545454545454546,3.5454545454545454,3,0,1128,passionable
